#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
173,Solomon Islands,"21,544",,153 ,,"16,357",,"5,034",1,"29,874",212,"5,117","7,096","721,159 ",Australia/Oceania,"334,713141",,,"6,980"
174,Burkina Faso,"21,128",,387 ,,"20,632",,109,,956,18,"248,995","11,265","22,102,838 ",Africa,"1,04657,11389",,,5
175,San Marino,"20,567",,118 ,,"20,378",,71,4,"603,403","3,462","157,634","4,624,732","34,085 ",Europe,22890,,,"2,083"
176,Gibraltar,"20,069",,108 ,,"16,579",,"3,382",,"595,449","3,204","534,283","15,852,213","33,704 ",Europe,23120,,,"100,344"
177,Grenada,"19,473",,236 ,,"19,142",,95,4,"171,606","2,080","179,054","1,577,916","113,475 ",North America,64811,,,837
178,Liechtenstein,"19,439",,86 ,,"19,255",,98,1,"506,395","2,240","102,174","2,661,682","38,387 ",Europe,24460,,,"2,553"
179,Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,728",33,,,"6,779,100 ",North America,"36730,129",,,"2,071"
180,Bermuda,"18,077",,148 ,,"17,860",,69,,"291,852","2,389","1,000,375","16,150,971","61,939 ",North America,34190,,,"1,114"
181,South Sudan,"17,823",,138 ,,"17,335",,350,1,"1,534",12,"410,280","35,313","11,618,511 ",Africa,"65284,19228",,,30
182,Tajikistan,"17,786",,125 ,,"17,264",,397,,"1,786",13,,,"9,957,464 ",Asia,"56079,660",,,40
183,Equatorial Guinea,"16,991",,183 ,,"16,661",,147,5,"11,353",122,"365,697","244,342","1,496,662 ",Africa,"888,1784",,,98
184,Tonga,"16,182",,12 ,,"15,638",,532,,"150,182",111,"535,009","4,965,327","107,749 ",Australia/Oceania,"78,9790",,,"4,937"
185,Samoa,"15,889",,29 ,,"1,605",,"14,255",4,"78,565",143,"187,397","926,612","202,239 ",Australia/Oceania,"136,9741",,,"70,486"
186,Djibouti,"15,690",,189 ,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097 ",Africa,"655,3763",,,73
187,Marshall Islands,"15,213",,17 ,,"15,118",,78,22,"253,309",283,,,"60,057 ",Australia/Oceania,"43,533",,,"1,299"
188,CAR,"14,904",,113 ,,"14,520",,271,2,"2,971",23,"81,294","16,205","5,016,678 ",Africa,"33744,39562",,,54
189,Dominica,"14,852",,68 ,,"14,554",,230,,"205,297",940,"210,195","2,905,493","72,344 ",North America,"51,0640",,,"3,179"
190,Monaco,"14,501",,63 ,,"14,372",,66,4,"364,502","1,584","78,646","1,976,875","39,783 ",Europe,36311,,,"1,659"
191,Gambia,"12,508",,372 ,,"12,028",,108,,"4,889",145,"155,686","60,851","2,558,482 ",Africa,"2056,87816",,,42
192,Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973 ",North America,"52,7130",,,"161,287"
193,Saint Martin,"11,941",,63 ,,"1,399",,"10,479",7,"300,554","1,586","112,382","2,828,643","39,730 ",North America,36310,,,"263,755"
194,Yemen,"11,932",,"2,155  ",,"9,119",,658,23,383,69,"329,592","10,579","31,154,867 ",Asia,"2,61114,45795",,,21
195,Vanuatu,"11,930",,14 ,,"11,889",,27,,"37,069",44,"24,976","77,606","321,832 ",Australia/Oceania,"2722,98813",,,84
196,Caribbean Netherlands,"11,200",,36 ,,"10,476",,688,,"420,310","1,351","30,126","1,130,559","26,647 ",North America,27401,,,"25,819"
197,Sint Maarten,"10,855",,87 ,,"10,762",,6,10,"246,895","1,979","62,056","1,411,454","43,966 ",North America,45051,,,136
198,Eritrea,"10,164",,103 ,,"10,056",,5,,"2,775",28,"23,693","6,470","3,662,244 ",Africa,"36035,556155",,,1
199,Niger,"9,931",,312 ,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660 ",Africa,"2,62683,601102",,,28
200,Micronesia,"9,759",,29 ,,157,,"9,573",1,"83,063",247,"21,923","186,596","117,489 ",Australia/Oceania,"124,0515",,,"81,480"
201,Antigua and Barbuda,"9,008",,145 ,,"8,830",,33,1,"90,524","1,457","18,901","189,943","99,509 ",North America,116865,,,332
202,Guinea-Bissau,"8,796",,175 ,,"8,301",,320,6,"4,263",85,"145,231","70,385","2,063,367 ",Africa,"23511,79114",,,155
203,Comoros,"8,471",,161 ,,"8,305",,5,,"9,335",177,,,"907,419 ",Africa,"1075,636",,,6
204,Liberia,"7,957",,294 ,,"7,624",,39,2,"1,500",55,"139,824","26,356","5,305,117 ",Africa,"66718,04538",,,7
205,Sierra Leone,"7,750",,126 ,,N/A,N/A,N/A,,933,15,"259,958","31,296","8,306,436 ",Africa,"1,07265,92432",,,332
206,Chad,"7,571",,193 ,,"4,874",,"2,504",,435,11,"191,341","10,988","17,413,580 ",Africa,"2,30090,22691",,,144
207,British Virgin Islands,"7,305",,64 ,,N/A,N/A,N/A,,"238,757","2,092","107,339","3,508,269","30,596 ",North America,44780,,,392
208,St. Vincent Grenadines,"7,112",,115 ,,"6,641",,356,,"63,756","1,031","100,856","904,125","111,551 ",North America,169701,,,"3,191"
209,Saint Kitts and Nevis,"6,541",,46 ,,"6,482",,13,,"121,420",854,"124,861","2,317,778","53,871 ",North America,"81,1710",,,241
210,Cook Islands,"6,389",,1 ,,"6,384",,4,,"363,610",57,"19,690","1,120,596","17,571 ",Australia/Oceania,"317,5711",,,228
211,Turks and Caicos,"6,380",,36 ,,"6,321",,23,4,"160,539",906,"550,093","13,841,952","39,741 ",North America,"61,1040",,,579
212,Sao Tome and Principe,"6,193",,76 ,,"6,101",,16,,"27,201",334,"29,036","127,530","227,679 ",Africa,"372,9968",,,70
213,Palau,"5,445",,6 ,,"5,426",,13,1,"298,634",329,"64,681","3,547,469","18,233 ",Australia/Oceania,"33,0390",,,713
214,St. Barth,"5,263",,6 ,,N/A,N/A,N/A,,"529,211",603,"78,646","7,908,095","9,945 ",North America,"21,6580",,,"482,152"
215,Nauru,"4,611",,1 ,,"4,605",,5,,"422,911",92,"20,509","1,881,042","10,903 ",Australia/Oceania,"210,9031",,,459
216,Anguilla,"3,851",,12 ,,"3,821",,18,4,"252,856",788,"51,382","3,373,736","15,230 ",North America,"41,2690",,,"1,182"
217,Kiribati,"3,430",,13 ,,"2,703",,714,3,"27,792",105,,,"123,419 ",Australia/Oceania,"369,494",,,"5,785"
218,Saint Pierre Miquelon,"3,131",,1 ,,"2,449",,681,1,"543,671",174,"24,902","4,324,015","5,759 ",North America,"25,7590",,,"118,250"
219,Falkland Islands,"1,886",, ,,"1,886",,0,,"532,919",,"8,632","2,439,107","3,539 ",South America,20,,,
220,Montserrat,"1,326",,8 ,,"1,188",,130,,"267,069","1,611","16,903","3,404,431","4,965 ",North America,46210,,,"26,183"
221,Macao,793,,6 ,,787,,0,,"1,188",9,"7,850","11,760","667,490 ",Asia,"842111,24885",,,
222,Wallis and Futuna,761,,7 ,,438,,316,,"69,295",637,"20,508","1,867,419","10,982 ",Australia/Oceania,"141,5691",,,"28,774"
223,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,
224,Niue,80,+1, ,,77,,3,,"49,322",,,,"1,622 ",Australia/Oceania,20,617,,"1,850"
225,Saint Helena,57,, ,,2,,55,,"9,321",,,,"6,115 ",Africa,107,,,"8,994"
226,Vatican City,29,, ,,29,,0,,"36,295",,,,799 ,Europe,28,,,
227,Tuvalu,20,, ,,,,20,,"1,658",,,,"12,066 ",Australia/Oceania,603,,,"1,658"
228,Western Sahara,10,,1 ,,9,,0,,16,2,,,"626,161 ",Africa,"62,616626,161",,,
229,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,
230,China,"248,478",+152,"5,226 ",,"239,794",+340,"3,458",40,172,4,"160,000,000","110,461","1,448,471,400 ",Asia,"5,829277,1669",0.1,,2
